Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
29,Male,PhD,Widowed,47541.515789157456,,38752.0,Auto,Self-employed,8,Excellent,0.4347461680831621,274787.0,,West Craigborough,SC,Bangladesh,1.0,0,Low
39,Female,Associate's,Married,141664.78609150174,719.0,49944.0,Personal,Self-employed,17,Excellent,0.1071367989534132,154331.0,3.0,Yeseniaborough,NJ,Netherlands Antilles,,2,Low
33,Male,Master's,Married,166578.7913070124,828.0,44241.0,Business,Unemployed,9,Fair,0.3533771772389108,,4.0,New Lisa,PW,Guinea-Bissau,3.0,2,Low
55,Female,PhD,Divorced,,677.0,46840.0,Business,Unemployed,10,Excellent,0.5890548931749792,74794.0,,Meganton,MO,Poland,2.0,2,Low
30,Female,PhD,Divorced,135947.63234306636,,14838.0,Personal,Unemployed,5,Fair,0.1552855254196409,,3.0,New Ryan,WV,Bouvet Island (Bouvetoya),4.0,0,Low
37,Female,Associate's,Divorced,158335.09464059284,695.0,19860.0,Business,Employed,17,Excellent,0.2594585938933347,204481.0,2.0,Jamesland,KS,Guadeloupe,2.0,1,Low
53,Female,Associate's,Married,60456.58284128728,650.0,28838.0,Personal,Unemployed,2,Good,0.3409781974099645,222535.0,4.0,West Desireemouth,KS,Zimbabwe,4.0,1,Low
52,Non-binary,Master's,Single,111012.34376917899,,40688.0,Home,Employed,19,Excellent,0.2958026135976312,,4.0,Jacobtown,NM,Bosnia and Herzegovina,0.0,2,Low
52,Male,Master's,Married,102679.909789305,726.0,7457.0,Auto,Self-employed,13,Good,0.3380979152821521,266761.0,0.0,Kaitlynstad,OK,Sierra Leone,1.0,0,Low
39,Non-binary,Master's,Divorced,165376.17569495115,809.0,,Home,Unemployed,1,Excellent,0.1066294225709509,79636.0,,Strongland,DC,Cameroon,,1,Low
63,Male,Associate's,Single,77925.1282840104,764.0,40656.0,Home,Self-employed,1,Excellent,0.1224037859504113,229185.0,2.0,West Victoria,SC,Iran,1.0,1,Low
39,Non-binary,PhD,Divorced,82705.36355317029,700.0,,Home,Employed,6,Excellent,0.351157227690182,,0.0,Michaelfort,FL,Algeria,3.0,0,Low
19,Non-binary,Master's,Divorced,69803.69605474883,742.0,6545.0,Home,Self-employed,7,Fair,0.3116847151326448,44131.0,3.0,Reynoldsstad,NV,Western Sahara,,1,Low
52,Non-binary,Master's,Married,144365.48779354262,,35341.0,Auto,Unemployed,0,Excellent,0.5200405451994823,37713.0,3.0,Lake Pamelashire,MO,Benin,1.0,1,Low
44,Non-binary,PhD,Widowed,,736.0,9360.0,Personal,Self-employed,18,Good,0.115124867018464,,3.0,Hernandezport,HI,Malawi,,1,Low
44,Male,Master's,Widowed,71734.74605425866,741.0,30367.0,Home,Self-employed,4,Excellent,0.3822386255170575,296060.0,3.0,Bennettchester,OH,Uganda,3.0,2,Low
32,Female,Master's,Married,158228.59654987737,736.0,32219.0,Home,Self-employed,9,Excellent,0.3809439194996076,27827.0,3.0,Lloydmouth,LA,Antigua and Barbuda,3.0,1,Low
42,Non-binary,PhD,Single,71184.043420262,822.0,,Business,Employed,14,Fair,0.2577147005904092,122922.0,4.0,East Michael,MD,Tonga,1.0,0,Low
35,Non-binary,Master's,Widowed,70705.62997578415,754.0,45459.0,Auto,Employed,1,Fair,0.504554804911013,229982.0,2.0,Harrisshire,WA,Guinea,3.0,1,Low
62,Non-binary,PhD,Married,156324.6445348556,652.0,22656.0,Business,Employed,17,Good,0.591798747648041,39540.0,0.0,Smithmouth,GA,Jamaica,2.0,0,Low
31,Male,Associate's,Married,116390.12427897162,673.0,26937.0,Business,Unemployed,9,Fair,0.1446982851930291,130176.0,1.0,South Christinaport,VT,Saint Pierre and Miquelon,2.0,1,Low
43,Male,Master's,Single,60144.61110325269,763.0,,Personal,Unemployed,6,Good,0.2666006469800002,108345.0,2.0,New Nicholas,IN,United Kingdom,2.0,2,Low
42,Female,PhD,Divorced,,831.0,48087.0,Home,Unemployed,16,Excellent,0.146213994648936,46611.0,1.0,Ashleyshire,MN,Nauru,4.0,2,Low
64,Female,Associate's,Divorced,,,16462.0,Personal,Unemployed,2,Fair,0.1229254824466832,164986.0,1.0,Lake Shawn,MT,New Zealand,1.0,2,Low
29,Non-binary,PhD,Married,115461.19048636856,755.0,47727.0,Auto,Self-employed,12,Fair,0.1649578373442215,116715.0,2.0,South Mike,HI,Guam,0.0,0,Low
35,Non-binary,PhD,Single,,845.0,11089.0,Home,Unemployed,6,Excellent,0.1479306767922365,,0.0,Payneton,NV,Italy,4.0,1,Low
29,Non-binary,PhD,Divorced,44754.20816933324,695.0,49927.0,Home,Employed,2,Good,0.5295298017733558,112748.0,,South Christopher,NE,Libyan Arab Jamahiriya,0.0,2,Low
49,Male,PhD,Single,112084.54067377112,632.0,13940.0,Auto,Unemployed,1,Good,0.2474642563569404,203630.0,,Stevenfurt,CT,Cocos (Keeling) Islands,2.0,1,Low
29,Female,Associate's,Widowed,120080.08929998598,755.0,34943.0,Home,Employed,2,Good,0.4173264165170869,227677.0,3.0,South Ashleyside,AR,Somalia,,2,Low
33,Non-binary,Associate's,Widowed,89374.25603305535,671.0,20461.0,Business,Employed,18,Good,0.2581767124735571,280524.0,1.0,North Jenniferbury,IN,Saint Vincent and the Grenadines,,0,Low
58,Female,PhD,Divorced,54588.32442220205,735.0,48394.0,Business,Unemployed,8,Good,0.408858670701253,,2.0,Maddoxburgh,PA,Lithuania,3.0,0,Low
41,Male,PhD,Married,69002.28463932854,649.0,,Home,Unemployed,5,Excellent,0.4159805189659797,24909.0,0.0,North Nicole,CT,French Polynesia,1.0,2,Low
61,Male,PhD,Single,58678.349088426156,,29923.0,Business,Self-employed,9,Fair,0.2515451571849163,196873.0,4.0,North Kevinchester,OK,Azerbaijan,4.0,2,Low
36,Male,Associate's,Married,31006.521191847554,647.0,8595.0,Personal,Unemployed,13,Excellent,0.3822729933168923,208370.0,3.0,Sarahstad,FL,Peru,1.0,1,Low
64,Female,Associate's,Widowed,120446.51818290113,637.0,25637.0,Business,Unemployed,17,Excellent,0.2662912232557824,95741.0,4.0,New Joseview,DC,Burkina Faso,0.0,2,Low
52,Non-binary,Associate's,Married,102767.65574734232,770.0,26671.0,Home,Self-employed,1,Excellent,0.3630117085119474,244990.0,0.0,South Jameston,MP,Israel,3.0,1,Low
51,Non-binary,PhD,Widowed,,844.0,29488.0,Auto,Unemployed,2,Good,0.5600992087692659,50165.0,3.0,West Matthewfurt,TX,Iceland,3.0,0,Low
46,Non-binary,Associate's,Single,149802.33160957694,,16232.0,Business,Self-employed,5,Excellent,0.5964838359408257,261271.0,4.0,Markchester,NV,Poland,,2,Low
63,Female,PhD,Married,90671.23783131895,,43759.0,Business,Employed,4,Fair,0.3985166171912417,170302.0,3.0,Pottsstad,SC,Lesotho,4.0,2,Low
23,Female,Associate's,Married,85751.70375321718,630.0,36288.0,Personal,Unemployed,8,Excellent,0.5528076130735825,171759.0,4.0,Fieldsmouth,AR,Paraguay,3.0,2,Low
41,Female,PhD,Divorced,31480.55274043219,723.0,34371.0,Personal,Employed,14,Excellent,0.3865433773157525,76151.0,,Smithhaven,PA,Syrian Arab Republic,2.0,2,Low
42,Non-binary,Associate's,Divorced,120810.2630671314,785.0,,Personal,Unemployed,15,Fair,0.2796117316958033,120445.0,4.0,South Bonnieport,IA,Estonia,0.0,2,Low
62,Male,Master's,Widowed,54029.305685485175,769.0,41384.0,Home,Unemployed,13,Excellent,0.1888280023516721,231970.0,2.0,Watsonmouth,VI,Algeria,2.0,2,Low
63,Male,PhD,Widowed,92847.4128516823,761.0,28693.0,Personal,Employed,2,Fair,0.4156503732086373,174287.0,1.0,New Krystal,OK,Spain,,2,Low
37,Male,Master's,Single,76982.9989434889,680.0,37293.0,Personal,Unemployed,1,Good,0.2197099612316741,192576.0,2.0,South Rachelmouth,MN,Finland,4.0,1,Low
35,Non-binary,PhD,Divorced,147177.30964158234,829.0,21711.0,Personal,Self-employed,12,Excellent,0.5198047417462702,200892.0,1.0,Harperport,IA,Marshall Islands,2.0,1,Low
24,Male,Master's,Single,,833.0,23798.0,Business,Unemployed,2,Good,0.3934578282764447,289852.0,1.0,West Tracyside,MO,Moldova,0.0,2,Low
33,Non-binary,Associate's,Single,51834.72119251443,706.0,21523.0,Personal,Employed,7,Excellent,0.4956761760644944,117730.0,4.0,Hendricksburgh,OK,United States Minor Outlying Islands,1.0,1,Low
26,Male,PhD,Widowed,101092.86482238235,742.0,48886.0,Home,Unemployed,6,Fair,0.3795331122968587,51908.0,3.0,East April,UT,Isle of Man,3.0,2,Low
69,Male,PhD,Single,36735.20158721541,672.0,34546.0,Personal,Employed,18,Excellent,0.1565939111109281,287098.0,1.0,Arianafurt,AR,Palau,2.0,1,Low
60,Non-binary,Master's,Married,,691.0,6198.0,Business,Employed,8,Excellent,0.5087423940578537,159365.0,3.0,Bellmouth,AL,Cocos (Keeling) Islands,3.0,0,Low
60,Non-binary,Master's,Single,75482.6232076895,,35999.0,Auto,Unemployed,17,Good,0.3942054977797604,105137.0,,South Amyville,MO,Germany,4.0,1,Low
24,Male,PhD,Divorced,,778.0,11170.0,Personal,Unemployed,6,Excellent,0.5155185399447226,24323.0,4.0,East Drewmouth,CO,India,0.0,0,Low
24,Female,PhD,Married,96595.03647037398,769.0,38235.0,Personal,Employed,3,Good,0.1753062771381968,32199.0,0.0,Lake Tanyaland,OH,Venezuela,2.0,0,Low
25,Female,PhD,Widowed,46798.88608975864,737.0,45542.0,Personal,Employed,3,Excellent,0.346649276831393,191208.0,,Lake James,RI,France,1.0,0,Low
22,Non-binary,Master's,Widowed,,778.0,6716.0,Personal,Self-employed,3,Good,0.2632241747309158,279961.0,3.0,Christinemouth,OK,Czech Republic,4.0,1,Low
19,Male,Master's,Single,,688.0,43974.0,Business,Self-employed,9,Fair,0.3226512731045144,125840.0,3.0,Lake Connor,NY,Saint Martin,2.0,1,Low
44,Non-binary,Associate's,Married,89515.61125332743,755.0,41123.0,Personal,Unemployed,15,Good,0.3518906491181055,97553.0,4.0,Markstad,PR,Cyprus,3.0,0,Low
64,Female,Associate's,Single,60235.655639156335,730.0,40800.0,Personal,Employed,5,Good,0.3070743397305049,147040.0,,Anthonyfort,VI,Mauritania,1.0,1,Low
69,Non-binary,Master's,Divorced,140552.14382587498,654.0,31499.0,Home,Self-employed,8,Good,0.4049903822235967,298957.0,,North Nicholasborough,VA,Kenya,4.0,1,Low
55,Female,PhD,Divorced,,715.0,29696.0,Home,Self-employed,19,Excellent,0.4465727369946802,43602.0,0.0,Rodriguezborough,AS,Bahamas,2.0,1,Low
20,Female,PhD,Single,31665.579086699232,795.0,20459.0,Home,Employed,14,Excellent,0.5627076802122911,,3.0,Hallshire,AK,Philippines,,1,Low
64,Female,PhD,Married,79267.66057259786,806.0,,Home,Self-employed,14,Excellent,0.2698539242428628,,1.0,North Kevin,MD,Pakistan,4.0,0,Low
48,Non-binary,PhD,Divorced,67323.72664769944,,19533.0,Business,Self-employed,11,Excellent,0.1741973617436822,175308.0,3.0,Port Meghan,VI,Korea,0.0,0,Low
26,Female,Associate's,Widowed,,680.0,7250.0,Business,Unemployed,15,Fair,0.4201119612694861,,3.0,North David,MS,Kenya,4.0,2,Low
29,Male,PhD,Divorced,86416.49485160287,716.0,6204.0,Home,Self-employed,4,Excellent,0.5773176918328441,,2.0,Lake Danielle,NJ,Nicaragua,2.0,0,Low
64,Male,PhD,Widowed,35095.31004687086,691.0,22955.0,Auto,Employed,14,Good,0.1788757786370609,252651.0,1.0,South Nicholas,UT,Mexico,2.0,0,Low
19,Non-binary,Associate's,Divorced,41671.747428526745,,28254.0,Business,Employed,17,Fair,0.2534359363894111,238329.0,0.0,Caldwellfurt,TX,Uruguay,3.0,0,Low
26,Non-binary,Master's,Single,148205.23970587444,812.0,27754.0,Home,Unemployed,5,Good,0.1241913295944828,107114.0,4.0,Derekfurt,WY,United States Minor Outlying Islands,,2,Low
41,Non-binary,Master's,Widowed,,726.0,19750.0,Home,Employed,4,Good,0.4939853904903258,155259.0,3.0,East Deborah,KY,Estonia,,1,Low
59,Non-binary,Associate's,Married,,,33407.0,Business,Unemployed,5,Excellent,0.4718571535990724,,,Port Jessicaland,HI,Namibia,2.0,2,Low
18,Male,Master's,Single,70658.1517827741,654.0,20188.0,Business,Unemployed,8,Excellent,0.1336232091776366,33917.0,2.0,Jameshaven,TX,Tajikistan,1.0,2,Low
56,Male,Associate's,Single,95617.22241547273,659.0,47514.0,Auto,Self-employed,11,Fair,0.1062198384223716,,3.0,Morrisside,OH,Western Sahara,4.0,0,Low
45,Non-binary,PhD,Married,31953.13420512441,766.0,25886.0,Home,Self-employed,12,Excellent,0.1232002111714928,187977.0,4.0,East Pamelaview,VI,Saint Martin,,2,Low
18,Female,PhD,Single,101004.24411169018,741.0,17832.0,Personal,Unemployed,12,Good,0.5112321516836221,45885.0,3.0,East Shaunchester,WV,Saint Kitts and Nevis,1.0,1,Low
28,Non-binary,PhD,Divorced,,805.0,35744.0,Auto,Employed,14,Good,0.4582535421070882,211733.0,4.0,Tammymouth,NE,Hungary,4.0,0,Low
31,Non-binary,PhD,Divorced,,,10940.0,Home,Employed,10,Excellent,0.4738192784965533,140908.0,3.0,Port John,NC,Uzbekistan,3.0,0,Low
46,Non-binary,PhD,Widowed,,779.0,26829.0,Home,Employed,2,Excellent,0.4668278304785445,,2.0,Port Catherine,NJ,Montserrat,2.0,2,Low
32,Female,Master's,Divorced,146833.54598635063,652.0,,Home,Employed,8,Good,0.5819561045864106,74291.0,0.0,West Donna,ID,Ireland,2.0,0,Low
64,Female,PhD,Divorced,134032.81847119812,692.0,43013.0,Personal,Employed,11,Fair,0.5135215090362555,24315.0,0.0,Davidmouth,MN,Malaysia,0.0,0,Low
57,Non-binary,PhD,Divorced,53054.32224647497,671.0,31532.0,Personal,Unemployed,4,Good,0.127949735126438,108043.0,1.0,Lake Rebeccaberg,MH,British Indian Ocean Territory (Chagos Archipelago),3.0,0,Low
51,Non-binary,Master's,Married,67054.55512700406,775.0,,Auto,Employed,8,Fair,0.147553170117567,245620.0,2.0,Wardshire,AR,Somalia,3.0,2,Low
53,Female,PhD,Single,132847.79679084782,706.0,28824.0,Auto,Self-employed,11,Fair,0.5057895043712819,150721.0,4.0,New Nicholas,KS,New Caledonia,2.0,1,Low
52,Male,Associate's,Single,,741.0,5352.0,Business,Unemployed,5,Excellent,0.4932597746268021,131111.0,3.0,Adamsberg,DC,Montserrat,0.0,0,Low
57,Male,Master's,Widowed,59943.03560060741,678.0,,Business,Self-employed,17,Fair,0.232899498600602,43432.0,2.0,New Javierbury,VI,Guinea,3.0,1,Low
34,Non-binary,PhD,Married,38412.626492818345,,20929.0,Auto,Unemployed,11,Excellent,0.1408421427216939,84369.0,2.0,Jensenfort,CO,Sweden,4.0,1,Low
62,Non-binary,Master's,Widowed,52122.13861935628,732.0,,Auto,Unemployed,2,Fair,0.3342124791698384,67125.0,4.0,West Jacquelinefort,ME,Trinidad and Tobago,3.0,2,Low
50,Non-binary,PhD,Widowed,136426.67109760054,811.0,29459.0,Business,Unemployed,13,Good,0.1043387048458002,88725.0,4.0,South Lisaview,LA,Hungary,0.0,0,Low
53,Female,PhD,Widowed,98963.97833545944,702.0,33506.0,Personal,Self-employed,18,Excellent,0.2754203385672835,31268.0,,Perryland,AZ,Latvia,4.0,1,Low
48,Male,PhD,Divorced,52007.678639741665,673.0,45910.0,Personal,Employed,11,Good,0.5303266130323256,211980.0,3.0,Petersontown,MA,Azerbaijan,0.0,0,Low
44,Non-binary,PhD,Divorced,76419.54026615268,816.0,34004.0,Auto,Self-employed,19,Excellent,0.2623145259313594,,3.0,West Jacqueline,FL,Bosnia and Herzegovina,1.0,0,Low
31,Male,PhD,Widowed,107550.68880843208,697.0,,Home,Self-employed,9,Excellent,0.2668689171823706,253673.0,2.0,East Sharon,AK,Palau,1.0,0,Low
69,Male,Associate's,Single,42269.88005066273,,30450.0,Auto,Employed,1,Good,0.5509641495621167,159404.0,4.0,South Michaelton,MD,Cambodia,4.0,1,Low
35,Male,Master's,Widowed,89179.884518704,,47042.0,Business,Self-employed,6,Excellent,0.5490233696580821,273130.0,2.0,Walterton,WV,American Samoa,2.0,2,Low
48,Female,Master's,Married,55652.89807392082,723.0,29463.0,Home,Employed,13,Excellent,0.1449019007870214,293823.0,0.0,Priceshire,KY,Algeria,1.0,1,Low
30,Male,Master's,Divorced,43262.259033913666,712.0,11632.0,Home,Unemployed,11,Excellent,0.4211236512488007,146156.0,3.0,Jasonmouth,OH,Oman,1.0,2,Low
65,Male,Master's,Divorced,,726.0,37559.0,Personal,Unemployed,1,Fair,0.5519399462091759,,4.0,Lake Kevin,RI,Iran,,0,Low
50,Non-binary,PhD,Single,112978.28734007942,670.0,,Auto,Employed,10,Good,0.3094654772466825,99221.0,3.0,Brittanyberg,PW,Liberia,3.0,2,Low
53,Male,Master's,Single,99165.65660445248,820.0,19299.0,Business,Employed,8,Excellent,0.4278003016076279,108289.0,,South Candace,FM,Ukraine,2.0,2,Low
62,Non-binary,Associate's,Divorced,144946.34656136687,670.0,,Business,Unemployed,9,Good,0.1639724306181791,151075.0,0.0,Navarrostad,HI,Ethiopia,0.0,1,Low
62,Female,Master's,Widowed,47237.495517205825,728.0,,Business,Unemployed,7,Fair,0.5831620375498385,99919.0,4.0,Lake Migueltown,KS,Kyrgyz Republic,0.0,0,Low
20,Female,PhD,Married,54219.268869650834,664.0,12848.0,Home,Employed,5,Excellent,0.1610498141056452,167671.0,3.0,Austinfurt,KS,Guinea,1.0,0,Low
45,Male,Master's,Single,105203.36938213107,,22807.0,Business,Employed,12,Excellent,0.2549878007287974,285212.0,0.0,Prattberg,WV,Holy See (Vatican City State),3.0,2,Low
36,Male,PhD,Widowed,53059.01373805084,654.0,26385.0,Auto,Unemployed,5,Excellent,0.1656560513768809,89562.0,1.0,Sullivantown,ND,American Samoa,4.0,1,Low
35,Male,Associate's,Divorced,,721.0,12589.0,Auto,Unemployed,14,Fair,0.1044220134625385,123901.0,4.0,Smithhaven,AL,Iraq,1.0,0,Low
58,Female,PhD,Divorced,115259.76137447899,738.0,44194.0,Home,Self-employed,14,Good,0.5542085315336639,195574.0,0.0,North Adrienne,ME,Norfolk Island,1.0,1,Low
67,Female,Master's,Widowed,153707.3712524414,770.0,9291.0,Home,Unemployed,0,Fair,0.2345986565086249,252588.0,4.0,New Martinview,NH,Korea,1.0,2,Low
36,Non-binary,PhD,Divorced,68634.59387965534,772.0,32209.0,Personal,Unemployed,6,Excellent,0.1209957159572743,173388.0,,Wallaceland,VA,Argentina,,0,Low
50,Female,Associate's,Married,90506.53764867842,,37987.0,Personal,Unemployed,13,Excellent,0.3400813954549979,208475.0,,Bradshire,IN,Zimbabwe,2.0,2,Low
59,Non-binary,Master's,Divorced,67268.12360205622,754.0,,Personal,Self-employed,10,Fair,0.1874892544770965,247568.0,,Lindsayfort,MA,France,1.0,0,Low
29,Male,PhD,Married,100832.82881428355,,8423.0,Home,Self-employed,5,Excellent,0.389649068559445,272097.0,1.0,North Kimberly,SD,Christmas Island,0.0,1,Low
22,Male,Associate's,Single,45795.31241478466,655.0,27090.0,Business,Unemployed,19,Fair,0.2309897614536767,246600.0,0.0,Millertown,SC,Antarctica (the territory South of 60 deg S),1.0,0,Low
24,Male,Associate's,Married,,638.0,46877.0,Personal,Employed,1,Fair,0.4091004105877893,,,New Cynthia,OR,Djibouti,1.0,0,Low
55,Non-binary,PhD,Single,79952.82130462855,650.0,25311.0,Home,Self-employed,15,Fair,0.3683590991938521,133275.0,4.0,Boydmouth,MA,Uganda,,2,Low
29,Non-binary,PhD,Widowed,,671.0,12612.0,Auto,Unemployed,19,Excellent,0.2984113991937251,154815.0,2.0,East Paulfurt,NJ,Reunion,1.0,1,Low
62,Female,Associate's,Widowed,,,19905.0,Personal,Employed,12,Good,0.3944499203830103,246176.0,4.0,North Edwardburgh,KS,French Guiana,,0,Low
27,Non-binary,Master's,Widowed,,,17340.0,Auto,Employed,14,Excellent,0.3630896716266749,242605.0,1.0,Bradshawland,MN,Bermuda,1.0,0,Low
54,Non-binary,PhD,Married,82656.17310184626,748.0,14464.0,Business,Self-employed,0,Good,0.2257321902731126,238387.0,3.0,South Jackchester,FM,Congo,4.0,1,Low
64,Non-binary,Associate's,Married,119944.58063680485,763.0,25273.0,Personal,Unemployed,5,Excellent,0.2565114744212012,214443.0,0.0,West Robert,GA,Ghana,3.0,1,Low
69,Non-binary,PhD,Single,160942.8873964925,,14941.0,Home,Unemployed,15,Excellent,0.1356456282804478,153752.0,,Monicashire,IL,Paraguay,1.0,1,Low
44,Female,PhD,Divorced,130877.07799306605,822.0,12904.0,Auto,Self-employed,9,Fair,0.2525712017918156,42789.0,1.0,Christopherbury,FM,Seychelles,3.0,2,Low
69,Non-binary,Associate's,Single,63338.48776831889,686.0,38953.0,Business,Unemployed,14,Excellent,0.3802234076965991,224391.0,2.0,West John,ID,Thailand,0.0,0,Low
68,Female,Master's,Divorced,33431.12283232937,721.0,,Business,Employed,10,Excellent,0.5193727525317542,138295.0,0.0,Rodriguezview,MS,Nauru,1.0,1,Low
58,Male,PhD,Divorced,81214.88311533695,,27730.0,Auto,Self-employed,16,Good,0.4411407567208815,239183.0,1.0,Jessicaside,ME,Wallis and Futuna,2.0,0,Low
41,Female,Master's,Divorced,82058.75656521456,748.0,36619.0,Personal,Self-employed,5,Excellent,0.3387506036329661,176248.0,,Finleymouth,OK,Latvia,2.0,2,Low
34,Male,PhD,Married,35458.15792966788,,9538.0,Business,Self-employed,13,Fair,0.1289550614379022,147525.0,1.0,New Jeanne,TN,Russian Federation,3.0,2,Low
24,Female,PhD,Divorced,86643.4798391831,761.0,13670.0,Home,Employed,11,Fair,0.100510749525272,,1.0,West Steven,IA,Sudan,0.0,1,Low
38,Non-binary,PhD,Divorced,27909.25931085186,683.0,26535.0,Personal,Unemployed,4,Good,0.292157339249837,188273.0,3.0,Amyborough,AS,Uzbekistan,3.0,2,Low
47,Female,PhD,Married,,818.0,20765.0,Business,Self-employed,4,Good,0.4752722016528189,263379.0,,Lake Mark,PA,United States Virgin Islands,1.0,2,Low
51,Non-binary,Associate's,Widowed,151143.62347139325,767.0,,Personal,Unemployed,18,Excellent,0.594408440603783,244952.0,2.0,North Rachelville,NE,French Guiana,,1,Low
63,Non-binary,PhD,Married,,660.0,35169.0,Personal,Self-employed,5,Fair,0.1729885478403101,191837.0,0.0,West Samuel,HI,Greece,3.0,0,Low
41,Non-binary,Master's,Single,136685.90298118105,740.0,37918.0,Personal,Self-employed,12,Excellent,0.531515752832919,109943.0,0.0,New Beth,GU,Russian Federation,1.0,2,Low
19,Female,Associate's,Divorced,,,45377.0,Personal,Self-employed,19,Fair,0.5990161376097953,165028.0,2.0,North Jessicabury,CA,Guinea,4.0,2,Low
33,Non-binary,PhD,Widowed,54404.75099390418,731.0,26987.0,Auto,Self-employed,6,Fair,0.5132417740170048,287648.0,2.0,East Bradleyfort,MT,Portugal,4.0,1,Low
58,Non-binary,PhD,Single,49589.41470620108,752.0,10730.0,Home,Self-employed,9,Good,0.4360095716292751,101035.0,3.0,New James,NC,Senegal,3.0,2,Low
31,Non-binary,PhD,Married,148802.23982272437,690.0,,Business,Unemployed,4,Excellent,0.4798356940636417,,0.0,New Brittany,UT,South Africa,1.0,2,Low
27,Non-binary,Master's,Single,163283.56630965724,622.0,16315.0,Auto,Self-employed,18,Excellent,0.428860282378547,144939.0,4.0,Hamiltonburgh,IL,Pakistan,0.0,1,Low
54,Non-binary,PhD,Divorced,66935.64465134202,,13524.0,Auto,Self-employed,5,Good,0.1666539387460296,58961.0,2.0,New Joyce,TN,Tonga,0.0,0,Low
22,Female,Associate's,Widowed,114846.89602133293,790.0,49209.0,Auto,Employed,1,Excellent,0.2443588614836128,218452.0,4.0,Baldwinbury,NY,Gibraltar,4.0,0,Low
61,Female,PhD,Widowed,93288.09241266322,760.0,36583.0,Personal,Employed,9,Fair,0.3886843300639724,35353.0,1.0,South Miguelhaven,PR,Netherlands Antilles,3.0,0,Low
23,Female,PhD,Divorced,77195.44481848835,653.0,25251.0,Auto,Unemployed,0,Fair,0.2106747348129592,242805.0,,Johnsonview,LA,Timor-Leste,1.0,2,Low
